employee_id,first_name,last_name,department,sub_department,first_level_manager,second_level_manager,third_level_manager,fourth_level_manager,job_title,job_level,employment_type,contract_type,work_location,city,region,salary,bonus_target_pct,hire_date,term_date,term_type,term_reason,active_status,gender,age,ethnicity,education,years_experience,performance_rating,engagement_score,absence_days,overtime_hours,training_hours,promotion_last_3yrs,salary_band,marital_status
1200000395,Laura,Gardner,Customer Service,Contact Centre,1200000362,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,26500,0,03/08/2024,,,,1,Male,29,White British,Master's,7,2.5,60,1,18,1,No,Band F,Married
1200000397,Mohammed,Gill,Customer Service,Contact Centre,1200000364,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,25400,0.3,24/08/2025,,,,1,Female,19,White British,Bachelor's,0,3.5,75,3,14,14,No,Band F,Single
1200000398,Chelsea,Roberts,Customer Service,Contact Centre,1200000365,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,35800,0,11/09/2023,,,,1,Female,27,White British,A-Level,5,3.8,87,5,34,17,No,Band B,Single
1200000400,Catherine,Phillips,Customer Service,Contact Centre,1200000367,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,32100,1.1,22/01/2025,,,,1,Female,25,White British,Master's,7,3,100,3,50,18,No,Band D,Married
1200000401,Diana,Griffiths,Customer Service,Contact Centre,1200000368,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,31700,0,10/07/2024,,,,1,Male,19,Black British,Bachelor's,1,2.2,93,1,0,15,No,Band D,Divorced
1200000403,Jack,Taylor,Customer Service,Contact Centre,1200000369,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33400,0,31/05/2025,,,,1,Female,24,White British,Vocational/Apprenticeship,6,2.5,78,3,26,18,No,Band C,Single
1200000405,Natalie,Ryan,Customer Service,Contact Centre,1200000359,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33100,1.1,22/07/2025,,,,1,Female,23,White British,A-Level,5,3.9,53,5,1,24,No,Band C,Single
1200000408,Fiona,Stone,Customer Service,Contact Centre,1200000362,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30700,0,09/03/2023,,,,1,Female,23,White British,Master's,5,3.2,71,3,31,16,No,Band D,Widowed
1200000411,Geoffrey,Wilson,Customer Service,Contact Centre,1200000364,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,26300,0.3,08/11/2025,,,,1,Female,25,Black British,Vocational/Apprenticeship,7,2.4,86,5,20,8,No,Band F,Single
1200000414,Lydia,O'Connor,Customer Service,Contact Centre,1200000365,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,25000,2.9,10/06/2025,,,,1,Female,22,White British,Bachelor's,0,4.7,50,7,18,33,No,Band F,Single
1200000415,Maria,White,Customer Service,Contact Centre,1200000367,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,25800,0,06/01/2026,,,,1,Male,20,White British,Master's,0,4,66,1,0,19,No,Band F,Single
1200000417,Joshua,Morgan,Customer Service,Contact Centre,1200000368,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,35500,0.1,05/06/2024,,,,1,Female,20,Asian British,Bachelor's,0,3.9,88,4,30,0,Yes,Band B,Married
1200000418,Bradley,Parsons,Customer Service,Contact Centre,1200000369,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33000,0,19/08/2024,,,,1,Male,26,White British,A-Level,4,4.2,83,6,31,15,Yes,Band C,Married
1200000420,Conor,Matthews,Customer Service,Contact Centre,1200000359,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Fixed-Term,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33600,0,06/11/2025,,,,1,Male,26,Asian British,Bachelor's,4,3.6,60,5,29,2,Yes,Band C,Single
1200000422,Sara,Fry,Customer Service,Contact Centre,1200000362,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33400,2.2,24/06/2022,,,,1,Male,27,White British,Bachelor's,8,4.7,100,10,11,23,No,Band C,Married
1200000423,Lauren,Clark,Customer Service,Contact Centre,1200000364,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,34600,0,13/02/2026,,,,1,Male,29,White British,Master's,10,4.1,71,4,30,17,Yes,Band C,Single
1200000426,Danielle,Carpenter,Customer Service,Contact Centre,1200000365,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,32900,1,30/09/2024,23/06/2026,Voluntary,Relocation,0,Female,25,White British,Bachelor's,4,3.8,97,5,20,6,No,Band C,Single
1200000428,Wayne,Thomas,Customer Service,Contact Centre,1200000367,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Fixed-Term,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,26600,0,03/01/2026,,,,1,Female,32,White British,Bachelor's,13,3.9,87,2,49,14,No,Band F,Married
1200000429,Joel,Williams,Customer Service,Contact Centre,1200000368,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33700,0,11/06/2023,,,,1,Male,30,White British,Vocational/Apprenticeship,10,2.8,50,3,36,12,No,Band C,Married
1200000430,Charles,Williams,Customer Service,Contact Centre,1200000369,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,24300,0,31/01/2026,,,,1,Male,23,Black British,Bachelor's,4,3.4,74,5,27,8,Yes,Band F,Single
1200000433,Conor,Clark,Customer Service,Contact Centre,1200000359,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30000,1.1,29/08/2024,,,,1,Female,19,Black British,Bachelor's,0,3.5,68,5,6,17,Yes,Band E,Single
1200000435,Carly,Bates,Customer Service,Contact Centre,1200000362,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,29800,0,17/03/2026,,,,1,Female,22,White British,Bachelor's,0,2.7,61,3,22,34,No,Band E,Single
1200000438,Gemma,Walters,Customer Service,Contact Centre,1200000364,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,27600,0.3,12/02/2024,,,,1,Male,29,White British,Bachelor's,7,4.1,56,4,6,15,Yes,Band E,Single
1200000440,Susan,Reynolds,Customer Service,Contact Centre,1200000365,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,28200,2.2,04/01/2025,,,,1,Male,28,White British,Bachelor's,8,4.2,72,5,16,9,No,Band E,Married
1200000441,Sara,Holmes,Customer Service,Contact Centre,1200000367,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,26700,2.4,27/08/2024,,,,1,Female,33,White British,Bachelor's,14,4,95,0,12,35,No,Band F,Single
1200000444,Hollie,Chapman,Customer Service,Contact Centre,1200000368,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,34100,2.1,19/10/2023,10/01/2024,Involuntary,Dismissal,0,Female,21,White British,Master's,0,2.9,76,1,16,10,No,Band C,Married
1200000446,Alexandra,Rees,Customer Service,Contact Centre,1200000369,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,34800,0,21/12/2025,,,,1,Female,31,White British,Bachelor's,11,3.3,63,9,23,10,No,Band B,Married
1200000448,Charlene,Wall,Customer Service,Contact Centre,1200000359,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,27300,0,02/09/2024,,,,1,Female,31,White British,Master's,10,4,60,7,0,37,No,Band E,Married
1200000451,Dorothy,Sinclair,Customer Service,Contact Centre,1200000362,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,27000,0,20/02/2025,21/05/2025,Voluntary,Relocation,0,Male,31,White British,Bachelor's,10,2.4,72,3,0,13,Yes,Band E,Married
1200000454,Benjamin,Peters,Customer Service,Contact Centre,1200000364,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30800,1.8,09/06/2022,,,,1,Female,23,White British,A-Level,1,3.2,83,3,25,7,No,Band D,Single
1200000455,Leanne,O'Sullivan,Customer Service,Contact Centre,1200000365,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33400,2.4,02/05/2023,,,,1,Female,30,White British,Master's,8,3.8,78,5,28,15,Yes,Band C,Married
1200000456,Charlene,Miles,Customer Service,Contact Centre,1200000367,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,34300,0,30/05/2024,,,,1,Male,22,White British,Bachelor's,3,3.5,84,6,27,7,No,Band C,Single
1200000459,Nicole,Harrison,Customer Service,Contact Centre,1200000368,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Contractor,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,32600,0.3,11/07/2024,,,,1,Female,22,White British,Master's,0,4.1,68,2,26,42,No,Band C,Single
1200000462,Julia,Clarke,Customer Service,Contact Centre,1200000369,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,34700,1.8,21/12/2023,,,,1,Female,26,White British,Bachelor's,5,3.1,86,5,51,0,Yes,Band C,Divorced
1200000464,Anna,King,Customer Service,Contact Centre,1200000359,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30100,0,23/12/2024,,,,1,Female,20,Asian British,Bachelor's,0,4.8,59,3,23,26,No,Band E,Single
1200000467,Karl,Davies,Customer Service,Contact Centre,1200000362,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33900,0.6,25/09/2021,28/06/2026,Voluntary,Retirement,0,Female,27,White British,A-Level,6,3.7,100,3,3,20,No,Band C,Married
1200000470,Nicholas,Richards,Customer Service,Contact Centre,1200000364,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,24500,0,07/02/2023,,,,1,Female,25,Asian British,Bachelor's,3,3.7,87,5,10,30,Yes,Band F,Single
1200000472,Derek,Stevenson,Customer Service,Contact Centre,1200000365,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,28000,0,01/12/2024,,,,1,Female,27,White British,Bachelor's,9,4.1,63,6,23,5,No,Band E,Married
1200000475,Susan,Rogers,Customer Service,Contact Centre,1200000367,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,26700,2.3,31/10/2025,,,,1,Male,19,White British,Bachelor's,1,2.2,90,0,34,24,No,Band F,Married
1200000476,Kelly,Sykes,Customer Service,Contact Centre,1200000368,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,28100,2.8,16/11/2025,,,,1,Female,25,White British,Master's,6,4.4,78,6,41,10,No,Band E,Married
1200000478,Gregory,Jenkins,Customer Service,Contact Centre,1200000369,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,25700,0,30/03/2024,,,,1,Female,30,Other Ethnic Group,Vocational/Apprenticeship,8,3.8,79,5,41,8,No,Band F,Married
1200000480,Georgia,Hall,Customer Service,Contact Centre,1200000359,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,28300,2.9,29/06/2022,,,,1,Male,26,White British,Bachelor's,6,3,83,2,17,8,No,Band E,Married
1200000483,Melissa,Davies,Customer Service,Contact Centre,1200000362,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30900,2.2,24/11/2023,,,,1,Male,27,White British,PhD,7,3.9,56,4,33,7,No,Band D,Married
1200000484,Kathryn,Jones,Customer Service,Contact Centre,1200000364,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Fixed-Term,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,25600,2.2,24/06/2024,,,,1,Female,27,White Other,Master's,7,2.8,81,1,31,8,No,Band F,Married
1200000487,Graham,Slater,Customer Service,Contact Centre,1200000365,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,28300,1.4,19/05/2023,,,,1,Female,27,White British,Bachelor's,7,2.6,54,9,37,29,No,Band E,Married
1200000490,Jean,Lewis,Customer Service,Contact Centre,1200000367,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Fixed-Term,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,26500,0,02/10/2024,,,,1,Female,24,White British,Bachelor's,6,3.4,89,4,11,24,No,Band F,Single
1200000492,Ellie,Bibi,Customer Service,Contact Centre,1200000368,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,24100,0.6,16/01/2024,,,,1,Male,22,White Other,Master's,4,4.7,75,6,35,25,No,Band F,Single
1200000494,Joanne,Summers,Customer Service,Contact Centre,1200000369,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,24600,2.2,11/09/2024,,,,1,Female,27,Mixed,Vocational/Apprenticeship,9,2.2,87,3,28,29,No,Band F,Divorced
1200000496,Terence,Davies,Customer Service,Contact Centre,1200000359,1200000350,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33600,0,28/09/2024,,,,1,Male,21,White British,Bachelor's,0,3.5,53,3,33,14,No,Band C,Single
1200000497,Jade,Forster,Customer Service,Complaints,1200000372,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,43400,7.7,20/06/2022,31/12/2025,Voluntary,Better opportunity,0,Male,35,Black British,Bachelor's,16,3.7,79,7,11,1,No,Band A,Married
1200000500,Liam,Jennings,Customer Service,Complaints,1200000374,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,55500,6.1,24/02/2025,,,,1,Female,26,White British,Bachelor's,6,4.4,60,7,3,9,Yes,Band A,Married
1200000501,Lesley,Robinson,Customer Service,Complaints,1200000372,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,58700,3,20/09/2023,,,,1,Female,32,White British,Bachelor's,13,4,88,2,3,15,No,Band A,Divorced
1200000504,Irene,Baker,Customer Service,Complaints,1200000374,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,44500,6,23/12/2024,,,,1,Male,24,White Other,A-Level,3,3.1,65,3,2,17,No,Band A,Divorced
1200000505,Deborah,Murphy,Customer Service,Complaints,1200000372,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,38100,3.1,18/06/2023,28/07/2025,Voluntary,Personal reasons,0,Female,34,White British,Bachelor's,15,4.1,65,3,1,23,No,Band B,Single
1200000508,Vanessa,Allen,Customer Service,Complaints,1200000374,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,39600,3.5,24/08/2025,,,,1,Male,28,White British,Bachelor's,7,3.3,71,4,0,6,No,Band B,Single
1200000509,Geraldine,Cooper,Customer Service,Complaints,1200000372,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,49700,7.5,30/06/2024,,,,1,Male,27,Mixed,Bachelor's,7,2.4,45,3,1,23,No,Band A,Single
1200000511,Suzanne,Smith,Customer Service,Complaints,1200000374,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Contractor,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,59300,7.4,21/04/2023,,,,1,Male,34,White British,Bachelor's,13,3.7,89,6,4,30,No,Band A,Married
1200000513,Jill,Holmes,Customer Service,Complaints,1200000372,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,58000,4.9,10/06/2024,,,,1,Female,37,White British,Bachelor's,18,4.1,93,3,2,37,No,Band A,Single
1200000514,Michelle,Marsh,Customer Service,Complaints,1200000374,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,46600,6.3,05/11/2021,,,,1,Female,33,White British,A-Level,15,3.9,92,2,0,8,No,Band A,Married
1200000517,Natalie,Jarvis,Customer Service,Complaints,1200000372,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,53800,4.7,09/01/2025,,,,1,Female,27,White British,Bachelor's,8,4,72,3,6,19,No,Band A,Single
1200000518,Geraldine,Weston,Customer Service,Complaints,1200000374,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,40500,6.8,13/03/2025,10/04/2026,Voluntary,Retirement,0,Female,33,White British,Bachelor's,14,3.8,62,3,0,20,No,Band B,Single
1200000519,Jessica,Bevan,Customer Service,Complaints,1200000372,1200000353,1200000348,1200000005,Senior Advisor,Senior Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,40900,7.3,23/07/2023,,,,1,Female,41,White British,Bachelor's,20,3.8,61,2,2,8,No,Band B,Divorced
1200000520,Helen,Murphy,Customer Service,Returns,1200000377,1200000356,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Fixed-Term,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,34400,0,17/04/2025,,,,1,Female,33,White British,Bachelor's,11,4,63,7,26,19,No,Band C,Married
1200000522,Kate,King,Customer Service,Returns,1200000379,1200000356,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,35700,2.1,13/05/2026,30/07/2026,Voluntary,Career progression,0,Female,29,White British,A-Level,8,4,42,2,45,2,No,Band B,Married
1200000523,Heather,Wright,Customer Service,Returns,1200000377,1200000356,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,25800,0,23/06/2024,,,,1,Female,26,White British,Bachelor's,5,3.7,60,4,11,10,No,Band F,Single
1200000525,Ross,Osborne,Customer Service,Returns,1200000379,1200000356,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,31400,1.8,07/05/2024,,,,1,Male,32,White British,Vocational/Apprenticeship,14,3.6,73,3,39,18,Yes,Band D,Divorced
1200000526,Tina,Pugh,Customer Service,Returns,1200000377,1200000356,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30300,1.8,27/10/2024,,,,1,Female,20,White British,Vocational/Apprenticeship,2,2.6,84,6,13,27,No,Band D,Married
1200000528,Harriet,Williams,Customer Service,Returns,1200000379,1200000356,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30800,2.7,18/11/2022,,,,1,Female,27,White British,A-Level,8,3.4,60,5,1,7,No,Band D,Single
1200000531,Jason,Reid,Customer Service,Returns,1200000377,1200000356,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Part Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,32300,1.9,28/04/2024,,,,1,Male,24,White British,A-Level,5,1.7,100,6,14,8,No,Band D,Single
1200000533,Jenna,Power,Customer Service,Returns,1200000379,1200000356,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,30200,0,30/07/2022,,,,1,Female,28,White British,Bachelor's,10,3.9,60,4,10,20,No,Band D,Married
1200000536,Catherine,Gray,Customer Service,Returns,1200000377,1200000356,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,29900,0.3,23/04/2021,07/01/2022,Voluntary,Better opportunity,0,Female,28,Asian British,A-Level,10,3.5,55,4,16,23,No,Band E,Married
1200000537,Valerie,Miller,Customer Service,Returns,1200000379,1200000356,1200000348,1200000005,Customer Service Advisor,Individual Contributor,Permanent,Full Time,Contact Centre Sheffield,Sheffield,Yorkshire and the Humber,33000,0,21/06/2025,,,,1,Female,26,White Other,Bachelor's,6,4,48,0,5,22,No,Band C,Single
1200000540,Amber,Jones,Procurement,Buying,1200000005,1200000004,,,Procurement Director,Director,Permanent,Full Time,Head Office Manchester,Manchester,North West,119400,26.8,12/03/2019,,,,1,Female,39,White British,Bachelor's,19,4.9,74,2,0,11,No,Band A,Divorced
1200000542,Trevor,Robertson,Procurement,Buying,1200000540,1200000005,1200000004,,Buying Manager,Manager,Fixed-Term,Full Time,Head Office London,London,London,64200,10,21/03/2025,,,,1,Female,27,White British,Vocational/Apprenticeship,5,3.7,69,6,0,19,Yes,Band A,Single
1200000545,Lisa,Edwards,Procurement,Supplier Management,1200000540,1200000005,1200000004,,Supplier Management Manager,Manager,Permanent,Full Time,Head Office London,London,London,62900,14.8,29/08/2024,,,,1,Male,38,White British,A-Level,16,2.7,45,6,0,28,No,Band A,Single
1200000548,Elaine,Dixon,Procurement,Buying,1200000542,1200000540,1200000005,1200000004,Buyer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,35000,0,20/06/2023,,,,1,Female,27,White British,Master's,9,4.2,65,5,5,22,No,Band B,Married
1200000549,Sam,Lawrence,Procurement,Buying,1200000542,1200000540,1200000005,1200000004,Buyer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,32500,1.1,10/03/2025,,,,1,Male,27,Asian British,Bachelor's,9,3.8,58,4,5,8,Yes,Band C,Single
1200000550,Hannah,Khan,Procurement,Buying,1200000542,1200000540,1200000005,1200000004,Buyer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,24100,0.6,03/10/2024,,,,1,Female,33,White British,Bachelor's,11,2.2,88,5,0,0,No,Band F,Married
1200000551,Megan,Cooper,Procurement,Buying,1200000542,1200000540,1200000005,1200000004,Buyer,Individual Contributor,Permanent,Full Time,Head Office London,London,London,40700,0,07/05/2024,,,,1,Female,20,White British,Bachelor's,0,3.3,67,2,0,21,No,Band B,Single
1200000553,Ann,Cole,Procurement,Buying,1200000542,1200000540,1200000005,1200000004,Buyer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,29200,0,29/09/2024,,,,1,Male,30,White British,Master's,9,3.9,92,5,0,19,No,Band E,Married
1200000554,Charlotte,Allan,Procurement,Buying,1200000542,1200000540,1200000005,1200000004,Buyer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,35200,0,19/06/2021,,,,1,Male,29,White British,A-Level,9,2.8,81,4,1,17,No,Band B,Single
1200000555,Roger,Freeman,Procurement,Buying,1200000542,1200000540,1200000005,1200000004,Buyer,Individual Contributor,Permanent,Full Time,Head Office London,London,London,39200,0,09/01/2025,,,,1,Male,27,White British,Vocational/Apprenticeship,7,2.8,70,3,7,34,No,Band B,Married
1200000558,Lynne,Farmer,Procurement,Buying,1200000542,1200000540,1200000005,1200000004,Buyer,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,33800,0,21/10/2023,,,,1,Male,18,White British,Bachelor's,0,2.8,78,2,0,32,No,Band C,Married
1200000560,Anna,McCarthy,Procurement,Supplier Management,1200000545,1200000540,1200000005,1200000004,Supplier Manager Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,33000,1.6,30/12/2024,,,,1,Male,23,White British,Bachelor's,5,3,56,1,6,14,Yes,Band C,Single
1200000563,Iain,Harding,Procurement,Supplier Management,1200000545,1200000540,1200000005,1200000004,Supplier Manager Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,25100,1,27/01/2025,,,,1,Female,20,White British,Master's,0,3.9,73,1,0,16,No,Band F,Single
1200000565,Claire,Baxter,Procurement,Supplier Management,1200000545,1200000540,1200000005,1200000004,Supplier Manager Analyst,Individual Contributor,Permanent,Full Time,Head Office Manchester,Manchester,North West,35700,1.3,26/06/2024,,,,1,Male,24,Asian British,Bachelor's,5,3.5,76,5,3,11,No,Band B,Single
